Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,highway MPG,city mpg,MSRP,Age
2,146.0,4.0,1,2,4.0,1,32,27,26240,1
2,146.0,4.0,1,2,4.0,1,32,27,23210,1
2,146.0,4.0,1,2,4.0,1,32,27,21210,1
2,146.0,4.0,1,3,4.0,1,35,29,24990,1
2,146.0,4.0,1,3,4.0,1,34,29,24990,0
2,146.0,4.0,1,3,4.0,1,34,29,19960,0
2,146.0,4.0,1,3,4.0,1,34,29,21960,0
2,146.0,4.0,1,2,4.0,1,32,27,23210,0
2,146.0,4.0,1,2,4.0,1,32,27,26240,0
2,146.0,4.0,1,2,4.0,1,32,27,21210,0
2,155.0,4.0,1,3,4.0,2,32,26,22795,3
2,155.0,4.0,1,2,4.0,2,31,25,24045,3
2,184.0,4.0,1,3,4.0,2,32,25,24815,3
2,184.0,4.0,1,2,4.0,2,30,24,26065,3
2,184.0,4.0,1,2,4.0,2,30,24,29070,3
2,155.0,4.0,2,3,4.0,2,35,26,21395,3
2,184.0,4.0,1,3,4.0,2,32,25,27820,3
2,184.0,4.0,1,3,4.0,2,32,25,27970,2
2,184.0,4.0,1,2,4.0,2,30,24,29220,2
2,184.0,4.0,1,2,4.0,2,30,24,26215,2
2,155.0,4.0,2,3,4.0,2,35,26,21545,2
2,184.0,4.0,1,3,4.0,2,32,25,24965,2
2,155.0,4.0,1,3,4.0,2,32,26,22945,2
2,155.0,4.0,1,2,4.0,2,31,25,24195,2
2,184.0,4.0,1,2,4.0,2,30,24,24395,2
2,184.0,4.0,1,2,4.0,2,30,24,26465,1
2,184.0,4.0,1,2,4.0,2,30,24,24445,1
2,184.0,4.0,1,3,4.0,2,33,26,23195,1
2,184.0,4.0,1,2,4.0,2,30,24,24895,1
2,184.0,4.0,1,2,4.0,2,30,24,29870,1
2,184.0,4.0,1,3,4.0,2,33,26,28570,1
2,184.0,4.0,1,2,4.0,2,30,24,29470,1
2,184.0,4.0,1,3,4.0,2,33,26,23595,1
2,184.0,4.0,1,3,4.0,2,33,26,28220,1
2,184.0,4.0,1,2,4.0,2,30,24,26515,1
3,244.0,4.0,1,3,4.0,2,25,18,25950,7
3,244.0,4.0,1,2,4.0,2,23,17,27650,7
3,244.0,4.0,1,3,4.0,2,25,18,31335,7
3,244.0,4.0,1,2,4.0,2,23,17,33035,7
2,161.0,4.0,1,3,4.0,2,28,20,21700,7
2,161.0,4.0,1,3,4.0,2,28,20,22490,7
3,244.0,4.0,1,2,4.0,2,21,17,33340,6
3,244.0,4.0,1,3,4.0,2,24,18,31640,6
2,161.0,4.0,1,3,4.0,2,28,20,21990,6
3,244.0,4.0,1,2,4.0,2,21,17,27955,6
2,161.0,4.0,1,3,4.0,2,28,20,22795,6
2,161.0,4.0,1,3,4.0,2,28,20,26390,6
3,244.0,4.0,1,3,4.0,2,24,18,26255,6
3,244.0,4.0,1,3,4.0,2,24,18,26455,5
3,244.0,4.0,1,3,4.0,2,24,18,31840,5
2,161.0,4.0,1,3,4.0,2,27,20,26590,5
2,161.0,4.0,1,3,4.0,2,27,20,22995,5
3,244.0,4.0,1,2,4.0,2,21,17,28155,5
3,244.0,4.0,1,2,4.0,2,21,17,33540,5
2,161.0,4.0,1,3,4.0,2,27,20,22190,5
2,273.0,6.0,1,2,4.0,3,22,16,31575,3
2,273.0,6.0,1,3,4.0,3,24,17,29985,3
2,273.0,6.0,1,3,4.0,3,24,17,32480,3
2,273.0,6.0,1,2,4.0,3,22,16,36625,3
2,273.0,6.0,1,3,4.0,3,24,17,35035,3
2,273.0,6.0,1,2,4.0,3,22,16,34070,3
2,273.0,6.0,1,3,4.0,3,24,17,35035,2
2,273.0,6.0,1,2,4.0,3,22,16,36625,2
2,273.0,6.0,1,2,4.0,3,22,16,31575,2
2,273.0,6.0,1,2,4.0,3,22,16,34070,2
2,273.0,6.0,1,3,4.0,3,24,17,32480,2
2,273.0,6.0,1,3,4.0,3,24,17,29985,2
2,227.0,4.0,1,3,4.0,3,28,22,35970,1
2,227.0,4.0,1,2,4.0,3,27,21,33320,1
2,227.0,4.0,1,2,4.0,3,27,21,41970,1
2,227.0,4.0,1,3,4.0,3,28,22,40170,1
2,227.0,4.0,1,3,4.0,3,28,22,31520,1
2,227.0,4.0,1,2,4.0,3,27,21,44015,1
2,227.0,4.0,1,2,4.0,3,27,21,37770,1
2,210.0,6.0,1,1,4.0,1,20,15,26170,9
2,302.0,8.0,1,1,4.0,1,19,14,27780,9
2,210.0,6.0,2,4,4.0,1,19,15,25245,9
2,210.0,6.0,2,4,4.0,1,19,15,24720,9
2,210.0,6.0,1,4,4.0,1,18,14,30155,9
2,210.0,6.0,1,4,4.0,1,18,14,30780,9
2,210.0,6.0,2,1,4.0,1,20,16,23640,9
2,210.0,6.0,2,1,4.0,1,20,16,25395,9
2,210.0,6.0,2,4,4.0,1,19,15,28580,9
2,210.0,6.0,2,4,4.0,1,19,15,26590,9
2,210.0,6.0,1,4,4.0,1,18,14,30510,9
2,210.0,6.0,2,4,4.0,1,19,15,26120,9
2,210.0,6.0,1,1,4.0,1,20,15,26920,9
2,210.0,6.0,1,1,4.0,1,20,15,26540,9
2,302.0,8.0,1,4,4.0,1,18,14,32135,9
2,210.0,6.0,2,4,4.0,1,19,15,27935,9
2,210.0,6.0,2,1,4.0,1,20,16,22505,9
2,210.0,6.0,2,1,4.0,1,20,16,24985,9
2,210.0,6.0,1,1,4.0,1,20,15,26935,9
2,302.0,8.0,1,4,4.0,1,19,14,30760,9
2,302.0,8.0,1,1,4.0,1,19,14,28520,9
2,210.0,6.0,1,4,4.0,1,18,14,29095,9
2,210.0,6.0,2,1,4.0,1,20,16,20470,9
2,210.0,6.0,2,1,4.0,1,20,16,20995,9
2,210.0,6.0,1,1,4.0,1,20,15,28630,8
2,210.0,6.0,1,4,4.0,1,18,14,31630,8
2,210.0,6.0,2,1,4.0,1,20,16,25260,8
2,210.0,6.0,1,4,4.0,1,18,14,31045,8
2,210.0,6.0,1,4,4.0,1,18,14,30155,8
2,210.0,6.0,2,4,4.0,1,19,15,28210,8
2,210.0,6.0,1,4,4.0,1,18,14,29985,8
2,210.0,6.0,1,4,4.0,1,18,14,26810,8
2,210.0,6.0,1,1,4.0,1,20,15,27315,8
2,210.0,6.0,1,1,4.0,1,20,15,22560,8
2,210.0,6.0,1,1,4.0,1,20,15,25305,7
2,210.0,6.0,1,4,4.0,1,18,14,28255,7
2,210.0,6.0,1,4,4.0,1,18,14,27005,7
2,210.0,6.0,1,1,4.0,1,20,15,22755,7
2,210.0,6.0,1,4,4.0,1,18,14,33180,7
4,302.0,8.0,1,4,4.0,1,19,14,31365,7
2,210.0,6.0,1,1,4.0,1,20,15,30180,7
2,160.0,4.0,2,3,4.0,2,36,25,16495,3
2,184.0,4.0,2,3,4.0,2,35,22,18595,3
2,184.0,4.0,1,3,4.0,2,35,23,22995,3
2,160.0,4.0,2,3,4.0,2,41,28,19995,3
2,184.0,4.0,2,3,4.0,2,33,23,20995,3
2,184.0,4.0,2,3,4.0,2,33,23,21645,2
2,184.0,4.0,2,3,4.0,2,35,22,19000,2
2,160.0,4.0,2,3,4.0,2,41,28,20495,2
2,184.0,4.0,1,3,4.0,2,35,23,23795,2
2,160.0,4.0,2,3,4.0,2,36,25,16495,2
2,160.0,4.0,2,3,4.0,2,39,27,19495,1
2,160.0,4.0,2,3,4.0,2,36,25,18995,1
2,184.0,4.0,2,3,4.0,2,35,22,19395,1
2,160.0,4.0,2,3,4.0,2,36,25,17995,1
2,184.0,4.0,1,3,4.0,2,35,23,24395,1
2,160.0,4.0,2,3,4.0,2,36,25,19595,1
2,160.0,4.0,2,3,4.0,2,36,25,16995,1
2,160.0,4.0,2,3,4.0,2,39,27,21095,1
2,184.0,4.0,2,3,4.0,2,35,22,22095,1
2,184.0,4.0,2,3,4.0,2,35,22,20995,1
2,184.0,4.0,2,3,4.0,2,35,22,21595,1
1,563.0,12.0,1,1,2.0,3,19,12,335000,1
2,141.0,6.0,2,3,2.0,1,25,17,2000,26
2,224.0,4.0,2,3,2.0,1,24,17,2000,25
2,141.0,6.0,2,3,2.0,1,26,17,2000,25
2,141.0,6.0,2,3,2.0,1,25,17,2000,24
2,224.0,4.0,2,3,2.0,1,24,17,2000,24
1,420.0,12.0,1,1,2.0,1,18,11,156300,14
1,420.0,12.0,2,1,2.0,1,17,10,151800,14
1,435.0,12.0,2,1,2.0,1,15,9,156300,14
1,420.0,12.0,2,1,2.0,1,17,10,141800,14
1,540.0,12.0,1,1,2.0,2,19,13,235307,1
1,540.0,12.0,1,1,2.0,2,19,13,213250,1
1,540.0,12.0,1,1,2.0,2,19,13,198250,1
1,510.0,12.0,1,1,2.0,2,19,13,198700,4
1,510.0,12.0,1,1,2.0,2,19,13,183700,4
1,510.0,12.0,1,1,2.0,2,19,13,200800,3
1,510.0,12.0,1,1,2.0,2,19,13,185800,3
1,510.0,12.0,1,1,2.0,2,19,13,198295,2
1,510.0,12.0,1,1,2.0,2,19,13,188295,2
1,510.0,12.0,1,1,2.0,2,19,13,203295,2
1,510.0,12.0,1,1,2.0,2,19,13,213295,2
1,510.0,12.0,1,1,2.0,2,18,12,283900,7
1,510.0,12.0,2,1,2.0,2,17,11,279500,7
1,510.0,12.0,1,1,2.0,2,18,12,270400,7
1,510.0,12.0,2,1,2.0,2,17,11,266000,7
1,510.0,12.0,2,1,2.0,2,17,11,282295,6
1,510.0,12.0,2,1,2.0,2,17,11,268660,6
1,510.0,12.0,1,1,2.0,2,18,12,273104,6
1,510.0,12.0,1,1,2.0,2,18,12,286739,6
1,510.0,12.0,2,1,2.0,2,17,11,295987,5
1,510.0,12.0,1,1,2.0,2,18,12,275861,5
1,510.0,12.0,2,1,2.0,2,17,11,284576,5
1,510.0,12.0,1,1,2.0,2,18,12,296387,5
1,510.0,12.0,2,1,2.0,2,17,11,290461,5
1,510.0,12.0,1,1,2.0,2,18,12,284976,5
1,510.0,12.0,1,1,2.0,2,18,12,290861,5
1,510.0,12.0,2,1,2.0,2,17,11,275461,5
2,182.0,8.0,2,4,2.0,1,15,12,27736,23
2,182.0,8.0,2,4,2.0,1,15,12,30709,22
2,182.0,8.0,1,4,2.0,1,14,12,36931,20
2,182.0,8.0,1,4,2.0,1,14,12,39669,20
2,275.0,8.0,1,3,4.0,3,25,16,49150,14
2,300.0,8.0,1,3,4.0,3,25,16,49150,14
2,275.0,8.0,1,3,4.0,3,25,16,44400,14
2,300.0,8.0,1,3,4.0,3,24,16,50750,13
2,275.0,8.0,1,3,4.0,3,24,16,50750,13
2,275.0,8.0,1,3,4.0,3,24,16,45600,13
2,275.0,8.0,1,3,4.0,3,22,15,51600,12
2,275.0,8.0,1,3,4.0,3,22,15,46430,12
2,275.0,8.0,1,3,4.0,3,22,15,46045,12
2,290.0,8.0,1,3,4.0,3,24,16,51600,12
1,550.0,12.0,2,2,2.0,1,12,9,294900,16
1,205.0,6.0,1,3,4.0,2,23,16,28447,15
1,210.0,6.0,1,3,4.0,2,23,16,26997,15
1,205.0,6.0,1,3,4.0,2,23,16,25687,15
1,205.0,6.0,1,3,4.0,2,23,16,25997,14
1,205.0,6.0,1,3,4.0,2,23,16,28447,14
1,210.0,6.0,1,3,4.0,2,23,16,27097,14
1,205.0,6.0,1,3,4.0,2,23,15,24999,13
1,210.0,6.0,1,3,4.0,2,23,15,26819,13
1,205.0,6.0,1,3,4.0,2,23,15,27619,13
2,188.0,8.0,1,2,4.0,2,16,12,2561,17
1,188.0,8.0,1,4,4.0,2,16,12,36350,16
1,188.0,8.0,1,4,4.0,2,16,12,33350,16
1,188.0,8.0,1,4,4.0,2,16,12,34350,16
1,188.0,8.0,1,4,4.0,2,16,12,33350,15
1,188.0,8.0,1,4,4.0,2,16,12,37150,15
3,240.0,4.0,1,2,4.0,2,26,20,37070,2
3,240.0,4.0,1,2,4.0,2,26,20,45570,2
3,240.0,4.0,1,2,4.0,2,26,20,41570,2
3,240.0,4.0,1,2,4.0,2,26,20,41955,1
3,240.0,4.0,1,2,4.0,2,26,20,45955,1
3,240.0,4.0,1,2,4.0,2,26,20,37455,1
3,240.0,4.0,1,2,4.0,2,25,20,46595,0
3,240.0,4.0,1,2,4.0,2,25,20,42195,0
3,240.0,4.0,1,2,4.0,2,25,20,37695,0
1,217.0,8.0,1,4,4.0,2,14,11,34350,14
1,217.0,8.0,1,4,4.0,2,14,11,40350,14
1,217.0,8.0,1,4,4.0,2,14,11,38350,14
1,217.0,8.0,1,4,4.0,2,14,11,38685,13
1,217.0,8.0,1,4,4.0,2,14,11,40685,13
1,217.0,8.0,1,4,4.0,2,14,11,34330,13
2,275.0,8.0,1,3,4.0,3,23,15,51460,8
2,275.0,8.0,1,3,4.0,3,23,15,46280,8
2,275.0,8.0,1,3,4.0,3,23,15,49730,8
2,292.0,8.0,1,3,4.0,3,22,15,54230,8
2,275.0,8.0,1,3,4.0,3,23,15,49230,8
2,275.0,8.0,1,3,4.0,3,23,15,47625,8
3,275.0,8.0,1,3,4.0,3,23,15,46280,7
3,275.0,8.0,1,3,4.0,3,23,15,51525,7
3,275.0,8.0,1,3,4.0,3,23,15,54425,7
3,292.0,8.0,1,3,4.0,3,22,15,59475,7
3,292.0,8.0,1,3,4.0,3,23,15,59875,6
3,275.0,8.0,1,3,4.0,3,23,15,51925,6
3,275.0,8.0,1,3,4.0,3,23,15,54825,6
3,275.0,8.0,1,3,4.0,3,23,15,46680,6
2,290.0,6.0,1,1,4.0,3,25,18,36895,2
3,360.0,8.0,1,2,4.0,3,22,14,42495,2
2,290.0,6.0,1,2,4.0,3,24,17,39495,2
2,290.0,6.0,1,1,4.0,3,25,18,40995,2
2,290.0,6.0,1,2,4.0,3,24,17,33095,2
2,290.0,6.0,1,2,4.0,3,24,17,43595,2
3,360.0,8.0,1,1,4.0,3,23,14,39995,2
2,290.0,6.0,1,1,4.0,3,25,18,30495,2
3,360.0,8.0,1,1,4.0,3,22,14,41995,1
2,293.0,6.0,1,2,4.0,3,25,18,39595,1
2,293.0,6.0,1,1,4.0,3,27,19,30495,1
2,295.0,6.0,1,2,4.0,3,25,18,43895,1
2,293.0,6.0,1,2,4.0,3,25,18,33095,1
3,360.0,8.0,1,2,4.0,3,22,14,44595,1
2,295.0,6.0,1,1,4.0,3,27,19,42390,1
2,293.0,6.0,1,1,4.0,3,27,19,36995,1
2,295.0,6.0,1,1,4.0,3,27,19,41295,1
2,295.0,6.0,1,2,4.0,3,25,18,44990,1
2,295.0,6.0,1,1,4.0,3,26,19,37495,0
2,295.0,6.0,1,1,4.0,3,26,19,42490,0
2,295.0,6.0,1,2,4.0,3,25,18,40095,0
3,360.0,8.0,1,1,4.0,3,22,14,42095,0
2,295.0,6.0,1,1,4.0,3,26,19,29995,0
3,360.0,8.0,1,2,4.0,3,22,14,44695,0
2,295.0,6.0,1,1,4.0,3,26,19,41395,0
2,295.0,6.0,1,2,4.0,3,25,18,43995,0
2,295.0,6.0,1,2,4.0,3,25,18,45090,0
2,295.0,6.0,1,2,4.0,3,25,18,32595,0
2,100.0,4.0,1,3,4.0,2,24,18,2000,26
2,141.0,6.0,1,3,4.0,2,24,18,2000,26
2,100.0,4.0,1,3,4.0,2,26,19,2000,25
2,141.0,6.0,1,3,4.0,2,24,18,2000,25
2,141.0,6.0,1,3,4.0,2,26,18,2000,24
2,100.0,4.0,1,3,4.0,2,24,18,2000,24
2,199.0,6.0,1,1,3.0,2,15,11,2000,21
2,200.0,6.0,1,1,3.0,2,17,12,2000,20
2,200.0,6.0,1,1,3.0,2,17,12,2123,20
2,200.0,6.0,1,1,3.0,2,17,12,2074,20
2,200.0,6.0,1,1,3.0,2,18,14,2000,20
2,200.0,6.0,1,1,3.0,2,17,12,2301,19
2,200.0,6.0,1,1,3.0,2,18,13,2079,19
2,200.0,6.0,1,1,3.0,2,17,12,2256,19
2,200.0,6.0,1,1,3.0,2,17,12,2169,19
2,235.0,6.0,1,1,3.0,2,17,13,2080,19
2,235.0,6.0,1,1,3.0,3,17,13,2107,19
1,329.0,6.0,1,2,2.0,2,28,20,55850,2
1,550.0,8.0,1,2,4.0,2,23,16,93600,2
1,329.0,6.0,1,1,2.0,2,29,20,53350,2
1,302.0,6.0,1,1,4.0,2,29,24,57100,2
1,402.0,8.0,1,1,2.0,2,26,17,67750,2
1,577.0,8.0,1,2,4.0,2,22,15,100600,2
1,577.0,8.0,1,2,4.0,2,21,15,103200,2
1,329.0,6.0,1,2,4.0,2,28,20,64850,2
1,402.0,8.0,1,1,2.0,2,26,18,59400,2
1,329.0,6.0,1,1,2.0,2,29,20,61350,2
1,329.0,6.0,1,1,4.0,2,29,20,62350,2
1,329.0,6.0,1,1,4.0,2,29,20,63100,1
1,329.0,6.0,1,2,4.0,2,28,20,65600,1
1,577.0,8.0,1,2,4.0,2,22,15,101700,1
1,329.0,6.0,1,1,2.0,2,29,20,54200,1
1,402.0,8.0,1,1,2.0,2,26,18,60300,1
1,329.0,6.0,1,1,2.0,2,29,20,62250,1
1,402.0,8.0,1,1,2.0,2,26,17,68700,1
1,577.0,8.0,1,2,4.0,2,21,15,104300,1
1,329.0,6.0,1,2,2.0,2,28,20,56700,1
1,329.0,6.0,1,1,2.0,2,29,20,62600,0
1,329.0,6.0,1,2,2.0,2,28,20,57050,0
1,329.0,6.0,1,1,2.0,2,29,20,54550,0
1,402.0,8.0,1,1,2.0,2,26,18,60650,0
1,402.0,8.0,1,1,2.0,2,25,17,69100,0
4,255.0,8.0,1,1,3.0,3,16,12,31460,5
4,225.0,8.0,1,1,3.0,2,17,13,26630,5
4,225.0,8.0,1,1,3.0,2,17,13,27630,5
4,225.0,8.0,1,1,3.0,3,17,13,28985,5
4,225.0,8.0,1,1,3.0,3,17,13,27840,5
4,255.0,8.0,1,1,3.0,2,16,12,30560,5
4,225.0,8.0,1,1,3.0,2,17,13,27325,4
4,255.0,8.0,1,1,3.0,2,16,12,31485,4
4,225.0,8.0,1,1,3.0,3,17,13,30145,4
4,225.0,8.0,1,1,3.0,2,17,13,28785,4
4,225.0,8.0,1,1,3.0,3,17,13,28540,4
4,255.0,8.0,1,1,3.0,3,16,12,32385,4
4,225.0,8.0,1,1,3.0,2,16,13,28600,3
4,255.0,8.0,1,1,3.0,2,16,12,32760,3
4,225.0,8.0,1,1,3.0,2,16,13,30060,3
4,225.0,8.0,1,1,3.0,3,16,13,31420,3
4,255.0,8.0,1,1,3.0,3,16,12,33660,3
4,225.0,8.0,1,1,3.0,3,16,13,29815,3
4,225.0,8.0,1,1,3.0,2,16,13,28760,5
4,255.0,8.0,1,1,3.0,2,15,11,34320,5
4,255.0,8.0,1,1,3.0,2,15,11,35620,5
4,255.0,8.0,1,1,3.0,2,15,11,34160,5
4,225.0,8.0,1,1,3.0,2,16,13,31200,5
4,255.0,8.0,1,1,3.0,2,15,11,31855,5
4,255.0,8.0,1,1,3.0,2,15,11,35245,4
4,255.0,8.0,1,1,3.0,2,15,11,36545,4
4,255.0,8.0,1,1,3.0,2,15,11,32785,4
4,255.0,8.0,1,1,3.0,2,15,11,35085,4
4,225.0,8.0,1,1,3.0,2,16,13,29455,4
4,225.0,8.0,1,1,3.0,2,16,13,31900,4
4,225.0,8.0,1,1,3.0,2,16,13,32675,3
4,255.0,8.0,1,1,3.0,2,15,11,37320,3
4,255.0,8.0,1,1,3.0,2,15,11,36020,3
4,255.0,8.0,1,1,3.0,2,15,11,35860,3
4,255.0,8.0,1,1,3.0,2,15,11,33560,3
4,225.0,8.0,1,1,3.0,2,16,13,30230,3
2,349.0,8.0,1,1,4.0,2,21,15,5878,18
2,349.0,8.0,1,1,4.0,2,21,15,6120,17
2,108.0,4.0,2,3,4.0,1,38,30,10775,14
2,108.0,4.0,1,3,4.0,1,36,28,11575,14
2,108.0,4.0,2,3,2.0,1,38,30,10245,14
2,108.0,4.0,1,3,2.0,1,36,28,11045,14
2,108.0,4.0,2,3,4.0,1,38,30,10885,13
2,108.0,4.0,1,3,4.0,1,36,28,11685,13
2,108.0,4.0,1,3,2.0,1,36,28,11155,13
2,108.0,4.0,2,3,2.0,1,38,30,10355,13
2,108.0,4.0,2,3,4.0,1,38,30,10985,12
2,108.0,4.0,1,3,2.0,1,36,28,11255,12
2,108.0,4.0,1,3,4.0,1,36,28,11785,12
2,108.0,4.0,2,3,2.0,1,38,30,10455,12
2,162.0,4.0,1,3,2.0,1,26,19,27799,7
3,265.0,6.0,1,3,2.0,1,24,16,32599,7
3,265.0,6.0,1,3,2.0,1,24,16,32599,6
2,162.0,4.0,1,3,2.0,1,27,20,27999,6
2,162.0,4.0,1,3,2.0,1,27,20,28299,5
3,265.0,6.0,1,3,2.0,1,24,16,32599,5
2,162.0,4.0,1,3,2.0,1,27,20,27999,5
2,162.0,4.0,1,3,2.0,1,27,20,24699,7
2,162.0,4.0,2,3,2.0,1,28,20,20699,7
3,265.0,6.0,1,3,2.0,1,24,16,29089,7
2,162.0,4.0,1,3,2.0,1,27,20,21699,7
3,265.0,6.0,2,3,2.0,1,25,16,28089,7
2,162.0,4.0,1,3,2.0,1,28,20,24699,6
2,162.0,4.0,1,3,2.0,1,28,20,19999,6
2,162.0,4.0,2,3,2.0,1,28,20,18999,6
3,265.0,6.0,1,3,2.0,1,25,17,29089,6
2,162.0,4.0,2,3,2.0,1,28,20,19499,5
2,162.0,4.0,1,3,2.0,1,28,20,20499,5
3,265.0,6.0,1,3,2.0,1,25,17,29089,5
3,245.0,4.0,1,2,4.0,2,28,20,30095,2
3,245.0,4.0,1,2,4.0,2,28,20,33495,2
3,245.0,4.0,1,3,4.0,2,30,20,28100,2
3,245.0,4.0,1,3,4.0,2,30,20,31500,2
2,315.0,6.0,1,2,4.0,2,24,17,40095,2
2,315.0,6.0,1,3,4.0,2,27,18,38100,2
3,245.0,4.0,1,2,4.0,2,28,20,37595,2
3,245.0,4.0,1,3,4.0,2,30,20,35600,2
3,245.0,4.0,1,3,4.0,2,30,20,28700,1
3,245.0,4.0,1,2,4.0,2,28,20,30695,1
3,245.0,4.0,1,3,4.0,2,30,20,31790,1
3,245.0,4.0,1,2,4.0,2,28,20,37595,1
2,315.0,6.0,1,2,4.0,2,24,17,40900,1
3,245.0,4.0,1,2,4.0,2,28,20,33785,1
3,245.0,4.0,1,3,4.0,2,30,20,35600,1
3,245.0,4.0,1,3,4.0,2,29,21,28950,0
3,245.0,4.0,1,2,4.0,2,27,20,37595,0
2,315.0,6.0,1,2,4.0,2,24,17,40900,0
3,245.0,4.0,1,2,4.0,2,27,20,30945,0
3,245.0,4.0,1,2,4.0,2,27,20,33785,0
3,245.0,4.0,1,3,4.0,2,29,20,31790,0
3,245.0,4.0,1,3,4.0,2,29,20,35600,0
2,225.0,6.0,1,3,4.0,3,26,17,2000,22
2,205.0,6.0,1,3,4.0,3,27,17,2000,19
2,205.0,6.0,1,3,4.0,3,27,17,2098,19
2,205.0,6.0,1,3,4.0,3,27,17,2210,18
2,205.0,6.0,1,3,4.0,3,27,17,2107,18
2,205.0,6.0,1,3,4.0,3,27,17,2320,18
2,145.0,4.0,1,3,2.0,1,37,27,18595,4
2,148.0,4.0,1,3,2.0,1,37,27,18595,4
2,148.0,4.0,2,3,2.0,1,38,28,19895,4
2,145.0,4.0,1,3,2.0,1,37,27,20895,4
2,148.0,4.0,1,3,2.0,1,37,27,20895,4
2,148.0,4.0,2,3,2.0,1,38,28,17595,4
2,166.0,4.0,1,3,2.0,1,34,24,19600,3
2,173.0,4.0,1,3,2.0,1,34,24,19600,3
2,173.0,4.0,1,3,4.0,1,33,24,19800,2
2,173.0,4.0,2,3,4.0,1,34,24,18800,2
2,173.0,4.0,2,3,4.0,1,33,24,18800,1
2,173.0,4.0,1,3,4.0,1,33,24,19800,1
2,173.0,4.0,2,3,4.0,1,32,24,18800,0
2,173.0,4.0,1,3,4.0,1,32,24,19800,0
2,138.0,4.0,1,3,4.0,1,30,23,17195,7
2,138.0,4.0,1,3,4.0,1,30,23,19795,7
2,138.0,4.0,2,3,4.0,1,31,23,15995,7
2,138.0,4.0,2,3,4.0,1,31,23,18995,7
2,138.0,4.0,2,3,4.0,1,31,23,15995,6
2,138.0,4.0,2,3,4.0,1,31,23,19495,6
2,138.0,4.0,1,3,4.0,1,30,23,17195,6
2,138.0,4.0,1,3,4.0,1,30,23,20295,6
2,138.0,4.0,1,3,4.0,1,30,23,17195,5
2,138.0,4.0,2,3,4.0,1,31,23,15995,5
2,138.0,4.0,2,3,4.0,1,31,23,19495,5
2,138.0,4.0,1,3,4.0,1,30,23,20295,5
2,173.0,4.0,1,3,4.0,1,35,24,22600,2
2,145.0,4.0,1,3,4.0,1,38,28,18250,2
2,145.0,4.0,2,3,4.0,1,37,27,17250,2
2,166.0,4.0,1,3,4.0,1,35,24,22600,2
2,173.0,4.0,2,3,4.0,1,34,24,21600,2
2,173.0,4.0,1,3,4.0,1,35,24,21250,1
2,145.0,4.0,1,3,4.0,1,38,28,18250,1
2,166.0,4.0,1,3,4.0,1,35,24,21250,1
2,173.0,4.0,2,3,4.0,1,34,24,20250,1
2,145.0,4.0,2,3,4.0,1,37,27,17250,1
2,145.0,4.0,1,3,4.0,1,38,28,19700,1
2,128.0,4.0,3,3,4.0,1,40,32,20650,0
2,147.0,4.0,2,3,4.0,1,36,26,17150,0
2,201.0,4.0,3,3,4.0,1,33,26,22750,0
2,201.0,4.0,2,3,4.0,1,30,22,21650,0
2,147.0,4.0,1,3,4.0,1,38,29,20250,0
2,275.0,8.0,1,3,2.0,3,25,15,2905,17
2,300.0,8.0,1,3,2.0,3,25,15,3257,17
2,300.0,8.0,1,3,2.0,3,25,15,44011,16
2,275.0,8.0,1,3,2.0,3,25,15,40436,16
2,300.0,8.0,1,3,2.0,3,25,16,47660,15
2,300.0,8.0,1,3,2.0,3,25,16,45265,15
2,275.0,8.0,1,3,2.0,3,25,16,42130,15
2,166.0,4.0,2,2,4.0,1,23,18,22785,8
2,166.0,4.0,1,3,4.0,1,25,20,25770,8
2,166.0,4.0,2,3,4.0,1,23,18,23270,8
2,166.0,4.0,1,2,4.0,1,24,19,23585,8
2,166.0,4.0,1,3,4.0,1,25,20,20275,8
2,166.0,4.0,1,3,4.0,1,25,20,24085,8
2,166.0,4.0,1,2,4.0,1,24,19,25285,8
2,166.0,4.0,1,2,4.0,1,24,19,21475,8
2,166.0,4.0,1,3,4.0,1,25,20,24070,8
2,166.0,4.0,1,3,4.0,1,25,20,22385,8
2,166.0,4.0,1,2,4.0,1,24,19,23885,7
2,166.0,4.0,1,3,4.0,1,25,20,22635,7
2,166.0,4.0,1,3,4.0,1,25,20,24335,7
2,166.0,4.0,1,2,4.0,1,24,19,25585,7
2,166.0,4.0,1,3,4.0,1,25,20,20525,7
2,166.0,4.0,1,2,4.0,1,24,19,21775,7
2,166.0,4.0,1,3,4.0,1,25,20,24320,7
2,166.0,4.0,1,2,4.0,1,24,19,24185,6
2,166.0,4.0,1,2,4.0,1,24,19,22075,6
2,166.0,4.0,1,3,4.0,1,25,20,20825,6
2,166.0,4.0,1,3,4.0,1,25,20,22935,6
1,189.0,4.0,2,1,2.0,1,27,21,43995,8
1,218.0,4.0,2,1,2.0,1,26,20,54990,8
1,189.0,4.0,2,1,2.0,1,27,21,47250,8
1,189.0,4.0,2,1,2.0,1,27,21,47250,7
1,218.0,4.0,2,1,2.0,1,26,20,54990,7
1,189.0,4.0,2,1,2.0,1,27,21,51845,6
1,217.0,4.0,2,1,2.0,1,26,20,54990,6
1,217.0,4.0,2,1,2.0,1,26,20,57950,6
2,288.0,6.0,1,2,4.0,2,22,16,49305,2
2,288.0,6.0,1,3,4.0,2,24,17,39050,2
2,288.0,6.0,1,3,4.0,2,24,17,43450,2
