Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,highway MPG,city mpg,Age,MSRP
2.0,185.0,4.0,1,4,2.0,1,23,17,5,24440
2.0,185.0,4.0,2,1,2.0,1,25,18,5,17475
2.0,185.0,4.0,1,1,4.0,1,25,18,5,24285
2.0,185.0,4.0,1,4,4.0,1,23,17,5,26620
2.0,185.0,4.0,1,1,2.0,1,25,18,5,20370
2.0,300.0,8.0,1,1,4.0,1,20,14,5,27010
2.0,242.0,5.0,1,4,4.0,1,21,16,5,28460
2.0,200.0,4.0,1,4,4.0,1,25,19,2,29220
2.0,200.0,4.0,1,1,4.0,1,27,20,2,29550
2.0,305.0,6.0,1,1,4.0,1,26,18,2,25850
2.0,305.0,6.0,1,1,4.0,1,26,18,2,28630
2.0,200.0,4.0,1,1,4.0,1,27,20,2,27110
2.0,200.0,4.0,1,1,4.0,1,27,20,2,24330
2.0,200.0,4.0,1,4,4.0,1,25,19,2,26885
2.0,305.0,6.0,1,4,4.0,1,24,17,2,30005
2.0,305.0,6.0,1,4,4.0,1,24,17,2,34415
2.0,200.0,4.0,2,1,4.0,1,26,19,2,21775
2.0,305.0,6.0,1,4,4.0,1,24,17,2,32085
2.0,305.0,6.0,1,1,4.0,1,26,18,2,30785
2.0,305.0,6.0,1,4,4.0,1,24,17,2,32385
2.0,305.0,6.0,1,4,4.0,1,24,17,2,34115
2.0,200.0,4.0,1,1,4.0,1,27,20,2,25170
2.0,200.0,4.0,2,1,4.0,1,26,19,2,20120
2.0,200.0,4.0,1,1,4.0,1,27,20,2,27630
2.0,305.0,6.0,1,4,4.0,1,24,17,2,29705
2.0,200.0,4.0,1,4,4.0,1,25,19,2,31555
2.0,305.0,6.0,1,4,4.0,1,24,17,1,30665
2.0,305.0,6.0,1,4,4.0,1,24,17,1,32895
2.0,305.0,6.0,1,4,4.0,1,24,17,1,35000
2.0,305.0,6.0,1,4,4.0,1,24,17,1,30365
2.0,200.0,4.0,1,1,4.0,1,27,20,1,28515
2.0,305.0,6.0,1,4,4.0,1,24,17,1,33195
2.0,200.0,4.0,1,4,4.0,1,25,19,1,30030
2.0,200.0,4.0,2,1,4.0,1,26,19,1,20100
2.0,200.0,4.0,1,4,4.0,1,25,19,1,32440
2.0,305.0,6.0,1,1,4.0,1,26,18,1,31670
2.0,305.0,6.0,1,1,4.0,1,26,18,1,26510
2.0,200.0,4.0,1,1,4.0,1,27,20,1,30435
2.0,200.0,4.0,1,4,4.0,1,25,19,1,27545
2.0,200.0,4.0,1,1,4.0,1,27,20,1,24990
2.0,305.0,6.0,1,4,4.0,1,24,17,1,35300
2.0,200.0,4.0,1,1,4.0,1,27,20,1,27920
2.0,200.0,4.0,2,1,4.0,1,26,19,1,22435
2.0,200.0,4.0,1,1,4.0,1,27,20,1,25980
2.0,305.0,6.0,1,1,4.0,1,26,18,1,29440
2.0,92.0,4.0,2,3,2.0,1,33,27,25,2000
2.0,92.0,4.0,2,3,2.0,1,32,25,25,2000
2.0,113.0,4.0,2,3,4.0,1,31,23,24,2000
2.0,92.0,4.0,2,3,4.0,1,36,28,24,2000
2.0,92.0,4.0,2,3,2.0,1,32,25,25,2000
2.0,92.0,4.0,2,3,2.0,1,33,27,25,2000
2.0,113.0,4.0,2,2,4.0,1,24,19,25,2000
2.0,113.0,4.0,2,2,4.0,1,24,19,24,2000
2.0,113.0,4.0,2,3,4.0,1,31,23,24,2000
2.0,92.0,4.0,2,3,4.0,1,36,28,24,2000
2.0,136.0,4.0,2,3,4.0,1,26,19,24,2000
2.0,113.0,4.0,2,3,4.0,1,26,21,24,2000
2.0,113.0,4.0,2,3,4.0,1,27,21,23,2000
2.0,136.0,4.0,2,3,4.0,1,25,19,23,2000
2.0,136.0,4.0,2,2,4.0,1,22,18,23,2000
2.0,234.0,6.0,1,4,4.0,3,24,16,15,25520
2.0,200.0,6.0,1,4,4.0,3,26,18,15,22790
2.0,250.0,6.0,1,4,4.0,3,24,16,15,28415
2.0,200.0,6.0,1,3,4.0,3,27,19,14,23180
2.0,234.0,6.0,1,3,4.0,3,25,17,14,25910
2.0,250.0,6.0,1,3,4.0,3,25,17,14,28805
2.0,200.0,6.0,1,3,4.0,3,27,19,13,23480
2.0,234.0,6.0,1,3,4.0,3,25,17,13,26210
2.0,250.0,6.0,1,3,4.0,3,25,17,13,29105
2.0,275.0,8.0,1,3,4.0,3,23,15,16,39660
1.0,275.0,8.0,1,3,4.0,3,23,15,15,39895
1.0,275.0,8.0,1,3,4.0,3,23,15,15,38185
1.0,275.0,8.0,1,3,4.0,3,23,15,15,38790
1.0,275.0,8.0,1,3,4.0,3,23,15,15,39775
2.0,305.0,6.0,1,3,4.0,3,26,17,0,44560
2.0,305.0,6.0,1,2,4.0,3,24,16,0,46560
2.0,305.0,6.0,1,2,4.0,3,24,16,0,49515
2.0,305.0,6.0,1,3,4.0,3,26,17,0,47515
2.0,195.0,6.0,2,3,4.0,2,26,17,19,2655
2.0,200.0,6.0,2,3,4.0,2,26,17,18,2702
2.0,200.0,6.0,2,3,4.0,2,27,18,17,2937
2.0,170.0,6.0,2,3,4.0,2,27,18,17,2000
2.0,125.0,4.0,2,3,4.0,2,31,21,17,2079
2.0,137.0,4.0,2,3,4.0,1,35,27,0,18750
2.0,137.0,4.0,1,3,4.0,1,36,28,0,19490
2.0,140.0,4.0,1,3,4.0,1,42,30,2,18965
2.0,132.0,4.0,1,3,4.0,1,38,29,2,18965
2.0,140.0,4.0,1,3,4.0,1,40,30,2,19665
2.0,132.0,4.0,1,3,4.0,1,37,29,2,19895
2.0,132.0,4.0,1,3,4.0,1,36,27,2,17550
2.0,132.0,4.0,2,3,4.0,1,37,28,2,16950
2.0,132.0,4.0,2,3,4.0,1,37,28,2,21495
2.0,132.0,4.0,1,3,4.0,1,38,29,2,22025
2.0,132.0,4.0,1,3,4.0,1,37,29,2,22955
2.0,132.0,4.0,1,3,4.0,1,37,29,2,19195
2.0,140.0,4.0,1,3,4.0,1,40,30,2,22725
2.0,132.0,4.0,1,3,4.0,1,38,29,2,18565
2.0,140.0,4.0,1,3,4.0,1,42,30,1,19135
2.0,132.0,4.0,1,3,4.0,1,38,29,1,19135
2.0,132.0,4.0,1,3,4.0,1,37,29,1,20065
2.0,132.0,4.0,2,3,4.0,1,37,28,1,17300
2.0,132.0,4.0,1,3,4.0,1,37,29,1,23125
2.0,132.0,4.0,2,3,4.0,1,37,28,1,21665
2.0,132.0,4.0,1,3,4.0,1,38,29,1,22195
2.0,140.0,4.0,1,3,4.0,1,40,30,1,19835
2.0,132.0,4.0,1,3,4.0,1,37,29,1,20635
2.0,140.0,4.0,1,3,4.0,1,40,30,1,22895
2.0,132.0,4.0,1,3,4.0,1,36,27,1,17900
2.0,132.0,4.0,1,3,4.0,1,38,29,1,18735
2.0,132.0,4.0,1,3,4.0,1,37,29,1,19365
2.0,132.0,4.0,1,3,4.0,1,35,28,0,22680
2.0,140.0,4.0,1,3,4.0,1,40,30,0,21300
2.0,132.0,4.0,1,3,4.0,1,36,28,0,18500
2.0,132.0,4.0,2,3,4.0,1,35,27,0,21665
2.0,140.0,4.0,1,3,4.0,1,40,30,0,19335
2.0,132.0,4.0,1,3,4.0,1,35,28,0,21900
2.0,132.0,4.0,1,3,4.0,1,36,28,0,21825
2.0,132.0,4.0,1,3,4.0,1,36,28,0,18935
2.0,132.0,4.0,1,3,4.0,1,35,28,0,20445
2.0,158.0,4.0,2,3,2.0,1,26,18,25,2000
2.0,178.0,6.0,2,3,2.0,1,23,16,25,2000
2.0,178.0,6.0,2,3,2.0,1,23,16,24,2000
2.0,178.0,6.0,2,3,2.0,1,22,16,23,2000
2.0,120.0,4.0,1,3,4.0,1,28,22,23,2000
2.0,120.0,4.0,1,3,4.0,1,29,21,21,2000
3.0,455.0,8.0,2,1,2.0,1,29,17,3,53000
3.0,455.0,8.0,2,1,2.0,1,29,17,3,57000
3.0,455.0,8.0,2,1,2.0,1,29,17,3,62000
3.0,455.0,8.0,2,1,2.0,1,29,17,3,58000
3.0,460.0,8.0,2,1,2.0,1,29,17,2,68160
3.0,460.0,8.0,2,1,2.0,1,29,17,2,64160
3.0,455.0,8.0,2,1,2.0,1,29,17,2,63160
3.0,460.0,8.0,2,1,2.0,1,29,17,2,64000
3.0,455.0,8.0,2,1,2.0,1,29,17,2,55000
3.0,460.0,8.0,2,1,2.0,1,29,17,2,73450
3.0,455.0,8.0,2,1,2.0,1,29,17,2,64450
3.0,460.0,8.0,2,1,2.0,1,29,17,2,69450
3.0,460.0,8.0,2,1,2.0,1,29,17,2,60000
3.0,455.0,8.0,2,1,2.0,1,29,17,2,59000
3.0,455.0,8.0,2,1,2.0,1,29,17,2,68450
3.0,455.0,8.0,2,1,2.0,1,29,17,2,59160
3.0,460.0,8.0,2,1,2.0,1,29,17,1,70145
3.0,455.0,8.0,2,1,2.0,1,29,17,1,65145
3.0,460.0,8.0,2,1,2.0,1,29,17,1,68855
3.0,455.0,8.0,2,1,2.0,1,29,17,1,59855
3.0,460.0,8.0,2,1,2.0,1,29,17,1,64400
3.0,460.0,8.0,2,1,2.0,1,29,17,1,74145
3.0,455.0,8.0,2,1,2.0,1,29,17,1,63855
3.0,455.0,8.0,2,1,2.0,1,29,17,1,59400
3.0,460.0,8.0,2,1,2.0,1,29,17,1,60400
3.0,460.0,8.0,2,1,2.0,1,29,17,1,64855
3.0,455.0,8.0,2,1,2.0,1,29,17,1,69145
3.0,455.0,8.0,2,1,2.0,1,29,17,1,55400
3.0,455.0,8.0,2,1,2.0,1,25,16,0,59905
3.0,460.0,8.0,2,1,2.0,1,25,16,0,74195
3.0,455.0,8.0,2,1,2.0,1,25,16,0,65195
3.0,455.0,8.0,2,1,2.0,1,25,16,0,59450
3.0,455.0,8.0,2,1,2.0,1,25,16,0,55450
3.0,460.0,8.0,2,1,2.0,1,25,16,0,70195
3.0,460.0,8.0,2,1,2.0,1,25,16,0,68905
3.0,460.0,8.0,2,1,2.0,1,25,16,0,65450
3.0,460.0,8.0,2,1,2.0,1,25,16,0,69905
3.0,455.0,8.0,2,1,2.0,1,25,16,0,69195
3.0,455.0,8.0,2,1,2.0,1,25,16,0,63905
3.0,460.0,8.0,2,1,2.0,1,25,16,0,69450
3.0,460.0,8.0,2,1,2.0,1,25,16,0,60450
3.0,460.0,8.0,2,1,2.0,1,25,16,0,73905
3.0,460.0,8.0,2,1,2.0,1,25,16,0,64450
3.0,460.0,8.0,2,1,2.0,1,25,16,0,64905
3.0,460.0,8.0,2,1,2.0,1,25,16,0,75195
2.0,164.0,5.0,2,2,2.0,1,22,16,27,2000
2.0,164.0,5.0,2,2,2.0,1,22,15,26,2000
2.0,188.0,4.0,1,1,2.0,2,20,17,26,2000
2.0,185.0,4.0,1,2,4.0,1,30,22,3,26470
2.0,185.0,4.0,1,3,4.0,1,31,23,3,23120
2.0,185.0,4.0,1,2,4.0,1,30,22,3,30620
2.0,185.0,4.0,1,3,4.0,1,31,23,3,29370
2.0,185.0,4.0,1,2,4.0,1,30,22,3,24370
2.0,185.0,4.0,1,2,4.0,1,30,22,3,29120
2.0,185.0,4.0,1,2,4.0,1,30,22,3,29820
2.0,185.0,4.0,1,3,4.0,1,31,23,3,28570
2.0,185.0,4.0,1,3,4.0,1,31,23,3,25220
2.0,185.0,4.0,1,3,4.0,1,31,23,3,27870
2.0,185.0,4.0,1,2,4.0,1,33,26,2,32895
2.0,185.0,4.0,1,3,4.0,1,34,27,2,23445
2.0,185.0,4.0,1,2,4.0,1,33,26,2,30895
2.0,185.0,4.0,1,3,4.0,1,34,27,2,25545
2.0,185.0,4.0,1,2,4.0,1,33,26,2,29395
2.0,185.0,4.0,1,2,4.0,1,33,26,2,24695
2.0,185.0,4.0,1,2,4.0,1,33,26,2,26795
2.0,185.0,4.0,1,3,4.0,1,34,27,2,28145
2.0,185.0,4.0,1,3,4.0,1,34,27,2,31645
2.0,185.0,4.0,1,3,4.0,1,34,27,2,29645
2.0,185.0,4.0,1,2,4.0,1,31,25,1,27295
2.0,185.0,4.0,1,2,4.0,1,31,25,1,31245
2.0,185.0,4.0,1,3,4.0,1,33,26,1,32095
2.0,185.0,4.0,1,2,4.0,1,31,25,1,25845
2.0,185.0,4.0,1,3,4.0,1,33,26,1,28445
2.0,185.0,4.0,1,3,4.0,1,33,26,1,29945
2.0,185.0,4.0,1,2,4.0,1,31,25,1,25045
2.0,185.0,4.0,1,3,4.0,1,33,26,1,24545
2.0,185.0,4.0,1,3,4.0,1,33,26,1,25995
2.0,185.0,4.0,1,2,4.0,1,31,25,1,33395
2.0,185.0,4.0,1,3,4.0,1,33,26,1,23745
2.0,185.0,4.0,1,2,4.0,1,31,25,1,29745
2.0,130.0,4.0,1,3,2.0,1,39,36,3,20645
2.0,130.0,4.0,2,3,2.0,1,38,31,3,19995
2.0,130.0,4.0,2,3,2.0,1,38,31,3,23340
2.0,130.0,4.0,2,3,2.0,1,38,31,3,21840
2.0,130.0,4.0,1,3,2.0,1,39,36,3,22490
2.0,130.0,4.0,1,3,2.0,1,39,36,3,23990
2.0,130.0,4.0,2,3,2.0,1,38,31,2,21990
2.0,130.0,4.0,1,3,2.0,1,39,36,2,24140
2.0,130.0,4.0,2,3,2.0,1,38,31,2,23490
2.0,130.0,4.0,2,3,2.0,1,38,31,2,20145
2.0,130.0,4.0,1,3,2.0,1,39,36,2,20795
2.0,130.0,4.0,1,3,2.0,1,39,36,2,22640
2.0,130.0,4.0,2,3,2.0,1,38,31,1,22140
2.0,130.0,4.0,2,3,2.0,1,38,31,1,24440
2.0,130.0,4.0,1,3,2.0,1,39,36,1,22790
2.0,130.0,4.0,2,3,2.0,1,38,31,1,20295
2.0,130.0,4.0,1,3,2.0,1,39,36,1,25090
2.0,130.0,4.0,1,3,2.0,1,39,36,1,20945
2.0,190.0,6.0,1,1,4.0,2,22,17,27,2000
2.0,190.0,6.0,1,1,4.0,2,22,17,26,2000
2.0,190.0,6.0,1,1,4.0,2,22,17,25,2000
1.0,215.0,6.0,2,1,2.0,1,23,15,11,29145
1.0,215.0,6.0,2,1,2.0,1,23,15,11,38545
1.0,330.0,6.0,1,1,2.0,1,22,15,11,49470
1.0,215.0,6.0,2,1,2.0,1,23,15,11,34195
1.0,330.0,6.0,1,1,2.0,1,22,15,11,45170
1.0,215.0,6.0,2,1,2.0,1,23,15,11,34185
1.0,215.0,6.0,2,1,2.0,1,23,15,10,38955
1.0,215.0,6.0,2,1,2.0,1,23,15,10,34595
1.0,215.0,6.0,2,1,2.0,1,23,15,10,29510
1.0,215.0,6.0,2,1,2.0,1,23,15,10,34560
1.0,215.0,6.0,2,1,2.0,1,23,15,9,39130
1.0,215.0,6.0,2,1,2.0,1,23,15,9,34735
2.0,278.0,6.0,1,3,4.0,2,30,20,4,33540
2.0,278.0,6.0,1,2,4.0,2,28,19,4,37090
2.0,278.0,6.0,1,3,4.0,2,30,20,4,30890
2.0,192.0,4.0,1,3,4.0,2,31,22,4,33015
2.0,278.0,6.0,1,3,4.0,2,30,20,4,35640
2.0,192.0,4.0,1,3,4.0,2,31,22,4,27230
2.0,278.0,6.0,1,2,4.0,2,28,19,4,34990
2.0,192.0,4.0,1,3,4.0,2,31,22,4,30915
2.0,278.0,6.0,1,3,4.0,2,30,20,3,33690
2.0,192.0,4.0,1,3,4.0,2,31,22,3,33165
2.0,192.0,4.0,1,3,4.0,2,31,22,3,31065
2.0,192.0,4.0,1,3,4.0,2,31,22,3,27380
2.0,278.0,6.0,1,3,4.0,2,30,20,3,35790
2.0,278.0,6.0,1,2,4.0,2,28,19,3,35140
2.0,278.0,6.0,1,2,4.0,2,28,19,3,37240
2.0,278.0,6.0,1,3,4.0,2,30,20,3,31040
2.0,192.0,4.0,1,3,4.0,2,31,22,2,33315
2.0,278.0,6.0,1,2,4.0,2,28,19,2,37390
2.0,278.0,6.0,1,3,4.0,2,30,20,2,35940
2.0,278.0,6.0,1,3,4.0,2,30,20,2,31190
2.0,192.0,4.0,1,3,4.0,2,31,22,2,31215
2.0,278.0,6.0,1,2,4.0,2,28,19,2,35290
2.0,192.0,4.0,1,3,4.0,2,31,22,2,27530
2.0,278.0,6.0,1,3,4.0,2,30,20,2,33840
2.0,160.0,4.0,1,2,4.0,1,34,30,1,26395
2.0,148.0,4.0,2,2,4.0,1,31,23,1,22395
2.0,148.0,4.0,1,2,4.0,1,34,26,1,25095
2.0,148.0,4.0,1,2,4.0,1,34,26,1,23395
2.0,148.0,4.0,2,2,4.0,1,31,23,1,21595
2.0,160.0,4.0,1,2,4.0,1,34,30,1,29995
2.0,148.0,4.0,2,2,4.0,1,30,23,0,22495
2.0,148.0,4.0,1,2,4.0,1,33,26,0,23495
2.0,148.0,4.0,1,2,4.0,1,33,26,0,25195
2.0,148.0,4.0,2,2,4.0,1,30,23,0,21695
4.0,224.0,8.0,1,1,4.0,3,24,16,8,29205
4.0,224.0,8.0,1,1,4.0,3,24,16,7,29905
4.0,239.0,8.0,1,1,4.0,3,24,16,6,29905
2.0,138.0,4.0,2,3,4.0,2,42,28,1,20195
2.0,138.0,4.0,2,3,4.0,2,36,25,1,17845
2.0,138.0,4.0,1,3,4.0,2,38,26,1,24370
2.0,138.0,4.0,1,3,4.0,2,38,26,1,23370
2.0,138.0,4.0,2,3,4.0,2,38,26,1,19165
2.0,138.0,4.0,1,3,4.0,2,39,26,1,21470
2.0,138.0,4.0,2,3,4.0,2,36,25,1,16120
2.0,138.0,4.0,1,3,4.0,2,38,26,1,20195
2.0,138.0,4.0,1,3,4.0,2,35,22,1,18970
2.0,138.0,4.0,2,3,4.0,2,36,25,2,16170
2.0,138.0,4.0,1,3,4.0,2,38,26,2,23270
2.0,138.0,4.0,2,3,4.0,2,42,28,2,20095
2.0,138.0,4.0,2,3,4.0,2,36,25,2,17745
2.0,138.0,4.0,1,3,4.0,2,38,26,2,20095
2.0,138.0,4.0,1,3,4.0,2,38,26,2,24270
2.0,138.0,4.0,1,3,4.0,2,35,22,2,18870
2.0,138.0,4.0,2,3,4.0,2,38,26,2,19065
2.0,138.0,4.0,1,3,4.0,2,39,26,2,21370
5.0,148.0,4.0,1,3,4.0,2,46,27,2,25660
2.0,153.0,4.0,1,3,4.0,2,42,30,1,19120
2.0,153.0,4.0,2,3,4.0,2,41,29,1,18120
2.0,153.0,4.0,2,3,4.0,2,41,29,1,16620
2.0,153.0,4.0,1,3,4.0,2,42,30,1,21120
2.0,153.0,4.0,2,3,4.0,2,41,29,1,19820
2.0,153.0,4.0,1,3,4.0,2,42,30,1,23120
2.0,153.0,4.0,1,3,4.0,1,38,29,0,21920
2.0,153.0,4.0,2,3,4.0,1,37,28,0,21240
2.0,153.0,4.0,1,3,4.0,2,40,30,0,21450
2.0,153.0,4.0,2,3,4.0,2,39,28,0,16975
2.0,153.0,4.0,2,3,4.0,2,39,28,0,18525
2.0,153.0,4.0,1,3,4.0,2,39,29,0,23475
2.0,153.0,4.0,2,3,4.0,2,39,28,0,20150
2.0,153.0,4.0,1,3,4.0,2,40,30,0,19525
2.0,153.0,4.0,1,3,4.0,1,37,28,0,23945
2.0,134.0,4.0,1,3,4.0,1,40,43,2,32200
2.0,134.0,4.0,1,3,4.0,1,40,43,1,31250
2.0,134.0,4.0,1,3,4.0,1,40,43,0,31250
3.0,265.0,4.0,1,1,4.0,3,31,22,1,58395
1.0,404.0,6.0,1,2,4.0,3,26,18,1,67570
2.0,335.0,6.0,1,2,4.0,3,27,18,1,60395
2.0,335.0,6.0,1,2,4.0,3,27,18,1,55495
2.0,335.0,6.0,1,2,4.0,3,27,18,1,63570
3.0,265.0,4.0,1,1,4.0,3,31,22,1,53495
1.0,404.0,6.0,1,2,4.0,3,26,18,1,64395
1.0,404.0,6.0,1,2,4.0,3,26,18,0,64395
2.0,335.0,6.0,1,2,4.0,3,27,18,0,63595
3.0,265.0,4.0,1,1,4.0,3,30,22,0,53495
2.0,335.0,6.0,1,2,4.0,3,27,18,0,60395
3.0,265.0,4.0,1,1,4.0,3,30,22,0,58395
1.0,404.0,6.0,1,2,4.0,3,26,18,0,67595
2.0,335.0,6.0,1,2,4.0,3,27,18,0,55495
2.0,318.0,6.0,1,2,2.0,2,27,18,5,40615
2.0,318.0,6.0,1,1,2.0,2,27,18,5,48150
2.0,318.0,6.0,1,1,2.0,2,27,18,5,38715
2.0,318.0,6.0,1,1,2.0,2,27,18,5,43950
2.0,318.0,6.0,1,2,2.0,2,27,18,5,45850
2.0,318.0,6.0,1,2,2.0,2,27,18,5,50050
2.0,318.0,6.0,1,2,2.0,2,27,18,4,40805
2.0,318.0,6.0,1,1,2.0,2,27,18,4,43950
2.0,318.0,6.0,1,2,2.0,2,27,18,4,50050
2.0,318.0,6.0,1,2,2.0,2,27,18,4,45850
2.0,318.0,6.0,1,1,2.0,2,27,18,4,38905
2.0,318.0,6.0,1,1,2.0,2,27,18,4,48150
2.0,318.0,6.0,1,1,2.0,2,27,18,3,39495
2.0,318.0,6.0,1,2,2.0,2,27,18,3,49995
2.0,318.0,6.0,1,1,2.0,2,27,18,3,47995
2.0,318.0,6.0,1,2,2.0,2,27,18,3,45795
2.0,318.0,6.0,1,2,2.0,2,27,18,3,41495
2.0,318.0,6.0,1,1,2.0,2,27,18,3,43795
1.0,556.0,8.0,2,1,2.0,2,19,14,4,63215
1.0,556.0,8.0,2,1,2.0,2,19,14,3,63600
1.0,556.0,8.0,2,1,2.0,2,19,14,2,69900
1.0,556.0,8.0,2,1,4.0,2,19,14,5,63215
1.0,556.0,8.0,2,1,4.0,2,19,14,4,63215
1.0,556.0,8.0,2,1,4.0,2,19,14,3,63600
1.0,556.0,8.0,2,1,4.0,2,19,14,3,63600
2.0,270.0,6.0,1,1,4.0,2,27,18,5,39015
2.0,318.0,6.0,1,1,4.0,2,26,18,5,44190
2.0,270.0,6.0,1,2,4.0,2,26,18,5,40915
2.0,270.0,6.0,1,2,4.0,2,26,18,5,44050
2.0,318.0,6.0,1,2,4.0,2,26,18,5,51650
2.0,270.0,6.0,1,1,4.0,2,27,18,5,42150
2.0,318.0,6.0,1,1,4.0,2,26,18,5,49750
2.0,318.0,6.0,1,2,4.0,2,26,18,5,46090
2.0,318.0,6.0,1,1,4.0,2,26,18,4,44190
2.0,270.0,6.0,1,1,4.0,2,26,18,4,42150
2.0,270.0,6.0,1,2,4.0,2,26,18,4,41105
2.0,318.0,6.0,1,1,4.0,2,26,18,4,49750
2.0,318.0,6.0,1,2,4.0,2,26,18,4,46090
2.0,270.0,6.0,1,1,4.0,2,26,18,4,39205
2.0,318.0,6.0,1,2,4.0,2,26,18,4,51650
2.0,270.0,6.0,1,2,4.0,2,26,18,4,44050
2.0,318.0,6.0,1,1,4.0,2,26,18,3,49795
2.0,270.0,6.0,1,2,4.0,2,26,18,3,44095
2.0,270.0,6.0,1,1,4.0,2,26,18,3,42195
2.0,318.0,6.0,1,2,4.0,2,26,18,3,46095
2.0,318.0,6.0,1,1,4.0,2,26,18,3,44195
2.0,318.0,6.0,1,2,4.0,2,26,18,3,51695
4.0,321.0,6.0,1,2,4.0,3,26,18,2,54970
3.0,272.0,4.0,1,1,4.0,3,30,20,2,51270
3.0,272.0,4.0,1,2,4.0,3,28,19,2,53270
3.0,272.0,4.0,1,2,4.0,3,28,19,2,62070
4.0,321.0,6.0,1,2,4.0,3,26,18,2,63770
4.0,321.0,6.0,1,1,4.0,3,29,18,2,61770
1.0,420.0,6.0,1,1,4.0,3,24,16,2,69340
3.0,272.0,4.0,1,2,4.0,3,28,19,2,47345
4.0,321.0,6.0,1,2,4.0,3,26,18,2,59370
3.0,272.0,4.0,1,1,4.0,3,30,20,2,45345
3.0,272.0,4.0,1,1,4.0,3,30,20,2,55670
3.0,272.0,4.0,1,2,4.0,3,28,19,2,57670
3.0,272.0,4.0,1,1,4.0,3,30,20,2,60070
4.0,321.0,6.0,1,1,4.0,3,29,18,2,52970
4.0,321.0,6.0,1,1,4.0,3,29,18,2,57370
1.0,420.0,6.0,1,1,4.0,3,24,16,2,59340
2.0,335.0,6.0,1,1,4.0,3,30,20,1,58285
3.0,268.0,4.0,1,1,4.0,3,31,21,1,45560
3.0,268.0,4.0,1,1,4.0,3,31,21,1,60685
1.0,420.0,6.0,1,1,4.0,3,24,16,1,59955
3.0,268.0,4.0,1,1,4.0,3,31,21,1,51285
1.0,420.0,6.0,1,1,4.0,3,24,16,1,69955
3.0,268.0,4.0,1,2,4.0,3,29,21,1,53285
2.0,335.0,6.0,1,2,4.0,3,28,19,1,60285
2.0,335.0,6.0,1,1,4.0,3,30,20,1,53285
2.0,335.0,6.0,1,1,4.0,3,30,20,1,62685
3.0,268.0,4.0,1,2,4.0,3,29,21,1,58285
2.0,335.0,6.0,1,2,4.0,3,28,19,1,64685
3.0,268.0,4.0,1,2,4.0,3,29,21,1,62685
3.0,268.0,4.0,1,1,4.0,3,31,21,1,56285
2.0,335.0,6.0,1,2,4.0,3,28,19,1,55285
3.0,268.0,4.0,1,2,4.0,3,29,21,1,47560
2.0,335.0,6.0,1,2,4.0,3,27,19,0,61195
3.0,268.0,4.0,1,1,4.0,3,30,22,0,51695
1.0,420.0,6.0,1,1,4.0,3,24,16,0,70795
3.0,268.0,4.0,1,2,4.0,3,29,21,0,47995
2.0,335.0,6.0,1,2,4.0,3,27,19,0,55695
2.0,335.0,6.0,1,1,4.0,3,30,20,0,59195
2.0,335.0,6.0,1,1,4.0,3,30,20,0,53695
3.0,268.0,4.0,1,2,4.0,3,29,21,0,53695
1.0,420.0,6.0,1,1,4.0,3,24,16,0,60695
3.0,268.0,4.0,1,1,4.0,3,30,22,0,45995
2.0,122.0,4.0,2,3,4.0,1,30,25,5,14980
2.0,122.0,4.0,1,3,4.0,1,31,27,5,18680
2.0,122.0,4.0,2,3,4.0,1,30,25,5,16580
2.0,122.0,4.0,1,3,4.0,1,31,27,5,17580
2.0,122.0,4.0,2,3,4.0,1,30,25,4,16760
2.0,122.0,4.0,1,3,4.0,1,31,27,4,18860
2.0,122.0,4.0,1,3,4.0,1,31,27,4,17760
2.0,122.0,4.0,1,3,4.0,1,31,27,3,19000
2.0,122.0,4.0,2,3,4.0,1,30,25,3,16900
2.0,122.0,4.0,1,3,4.0,1,31,27,3,17900
2.0,140.0,8.0,1,1,4.0,3,22,15,27,2000
2.0,170.0,8.0,1,1,4.0,3,23,15,26,2000
2.0,170.0,8.0,1,1,4.0,3,23,15,25,2000
2.0,160.0,4.0,1,3,4.0,1,28,20,27,2000
2.0,180.0,4.0,2,3,4.0,1,29,19,27,2000
2.0,180.0,4.0,2,3,2.0,1,29,19,27,2000
2.0,160.0,4.0,1,3,2.0,1,28,20,27,2000
2.0,160.0,4.0,1,3,4.0,1,30,21,26,2000
2.0,160.0,4.0,1,3,2.0,1,30,21,26,2000
2.0,180.0,4.0,2,3,2.0,1,30,21,26,2000
2.0,180.0,4.0,2,3,4.0,1,30,21,26,2000
2.0,160.0,6.0,1,3,4.0,2,24,17,25,2000
2.0,160.0,6.0,1,3,4.0,2,27,17,25,2000
2.0,110.0,4.0,1,3,4.0,2,28,19,25,2000
2.0,110.0,4.0,1,3,4.0,2,28,19,25,2000
2.0,160.0,4.0,1,3,4.0,2,28,21,24,2000
2.0,160.0,6.0,1,3,4.0,2,26,18,24,2000
2.0,160.0,4.0,1,3,4.0,2,26,18,24,2000
2.0,160.0,6.0,1,3,4.0,2,24,17,24,2000
2.0,120.0,4.0,1,3,4.0,2,28,22,23,2000
2.0,120.0,6.0,1,3,4.0,2,26,17,23,2000
2.0,160.0,6.0,1,3,2.0,2,26,17,22,2000
2.0,160.0,6.0,1,3,2.0,2,26,17,22,2000
2.0,160.0,6.0,1,3,4.0,2,26,17,22,2000
